videoId,commentId,author,text,likes,publishedAt
N61GWzkjyuQ,UgxwncJMcRXVdpM8Vb54AaABAg,@phuocvo1394,Binh luan xam ngta lam phim hap dan nguoi xem thi thu phi dc nhieu cung kg hieu len noi xam xam như đung roi,0,1713802160.713274
N61GWzkjyuQ,Ugw25hcg_ajt3VrxFGd4AaABAg,@lambuiofficial9012,Hữu dũng vô mưu,0,1682179760.714633
N61GWzkjyuQ,UgyJUmwv5uwkC7PeaOV4AaABAg,@ducle973,"Người thờ thờ Quan Vũ nhưng thực ra lại thờ Trương Phi, thờ Quan Vũ để tâm niệm rằng đấy là Nhị Ca",0,1682179760.715764
nacxiwnjzDM,UgzfOAGa2HMcHH50SPt4AaABAg,@NguyenPhat-hn3xd,"Quan Vũ thực chất là một vị tướng bình thường như bao tướng khác thời Tam Quốc, nhưng ông ta được La tiên sinh nhắm tới để buff lấy buff để, một lời nói dối nói nhiều lần sẽ thành sự thật Quan Vũ chính là điển hình.",93,1745338163.317117
nacxiwnjzDM,UgyarcJCEideAVjWZnd4AaABAg,@f33lthanhentertainmentrls75,Rất hay 🎉,0,1769098163.318533
nacxiwnjzDM,Ugw3M07vieNtmKumCCV4AaABAg,@leduynguyen7047,"Chả rõ lịch sử thế nào chứ theo tiểu thuyết Tam quốc thì tôi vẫn nể Triệu Tử Long nhất. Trí dũng song toàn, trung thành hết mực, lại biết cẩn trọng, khiêm tốn",25,1745338163.319588
nacxiwnjzDM,UgzO5HjXzKmEYBRtXxd4AaABAg,@ThanhThanh-fu1by,Quan Vũ đúng kiểu kol đc truyền thông buff quá đà 🤣🤣🤣,10,1745338163.320576
nacxiwnjzDM,Ugx9PwUvsvcYDHe-jK14AaABAg,@FanMessi10Argentina,❤❤❤,0,1763827763.322024
nacxiwnjzDM,Ugwi8JJzpHYEDYx0xwl4AaABAg,@inhTamNgo,"Chính sử nói về Trương Liêu mới là tướng lĩnh đáng gờm, còn Quan Vũ đáng gờm trong bộ tiểu thuyết đó thôi",23,1745338163.323257
nacxiwnjzDM,UgzZqef6nlA8S8-ngjp4AaABAg,@LHT_Vlog,♥️,0,1745338163.324476
nacxiwnjzDM,Ugzijb-7q8t4wrq_AZN4AaABAg,@HieuNguyen-xi1td,👌,0,1745338163.32567
nacxiwnjzDM,UgznSCINg7XvIScxBv14AaABAg,@nguyenleminhnhut8243,thks,0,1745338163.326931
nacxiwnjzDM,UgxQWWVH-e3gQqNszcd4AaABAg,@Logenzshorts,Giọng a này nghe nó quấn,4,1745338163.328154
nacxiwnjzDM,UgxGUJGq6sjW9FIBdxp4AaABAg,@thuythi4009,Cảm ơn bạn độc chuyện 🎉🎉🎉🎉🎉,4,1750608563.32974
nacxiwnjzDM,UgzisLce8DyDJfvWMIN4AaABAg,@trinhtienat7016,QV phế vcđ,0,1753200563.331298
nacxiwnjzDM,UgwCLs6lRLq9Td6GWn54AaABAg,@HungNguyen-d1o1k,"Buff quá đà đc cái.liêm khiết anh dũng , so với Đức Thánh Trần vs Lý Thường Kiệt thì không có tuổi",3,1745338163.332506
nacxiwnjzDM,UgxQuQ3S3IkKwHQKfpp4AaABAg,@HaiNguyen-yo9yy,"2 bộ kinh ĐÀO VIÊN MINH THÁNH KINH, QUAN THÁNH MINH QUÂN PHỤC MA KINH.",1,1745338163.333728
nacxiwnjzDM,Ugyz1r57O0LvOLotAgV4AaABAg,@hocongquang9111,"Cách thổi phồng năng lực các nhân vật thời tam quốc là nhận cơn mưa lời khen từ người cùng thời đại, và hậu thế chứ không giống với thánh gióng của vn ta ai cũng biết đó là truyền thuyết",2,1745338163.334909
nacxiwnjzDM,UgwEEJku-90HAbnXR0t4AaABAg,@nthaotravel,"Một võ tướng ở mức trung bình- khá, qua ngòi bút thêu dệt lại trở thành Võ thánh, ngày ngày được nhang khói quỳ lạy, nực cười!",27,1745338163.336126
nacxiwnjzDM,UgyHFWQHdXZSqVWK0kJ4AaABAg,@NeoCuongPham,"Bạn không cần mạnh nhất, bạn chỉ cần có fame to nhất, truyền thông bảo bạn mạnh thì bạn sẽ mạnh :D thêm quả skin đẹp buff dmg cực mạnh",0,1771776563.337575
nacxiwnjzDM,UgzTCC_986nM9-j-pcZ4AaABAg,@dinhanhpham9987,Vì dân bán đồ phong thuỷ PR,3,1745338163.338838
nacxiwnjzDM,Ugw2xxnrsvKHwTfWSsl4AaABAg,@diensuquoc,Chao nóng máu lên tới đau thì tới,0,1745338163.340102
nacxiwnjzDM,Ugx46f-mvjXXlErQhCt4AaABAg,@hữunhân84,"Nhờ tuồng cổ hát chèo hát bội trong dân gian hay lấy điển tích của ông ra làm nghệ thuật, nên được dân chúng ngưỡng mộ dễ thờ cúng hơn các vị khác..nhưng dù sao hình tượng Quan Vũ được xây dựng rất đẹp",0,1771776563.341546
nacxiwnjzDM,UgwHbvjyOxQtfKgZkXF4AaABAg,@trituenguoixua510,QUAN VŨ liệu có phải vị tướng nổi danh bậc nhất thời Tam quốc?,0,1745338166.544447
nacxiwnjzDM,UgzezzAQ6S4o3EzbjL54AaABAg,@loi508,"Mình xin bổ sung nhé.
Nhà mình theo đạo Mẫu. 
Thờ cả Đức Thánh Trần lẫn Quan Công",0,1745338166.546456
nacxiwnjzDM,Ugxq6aeT5zo1H7bAUHt4AaABAg,@HungNguyen-gy7pr,"Dân ta thì thờ Tướng ta, Hưng Đạo Đại Vương, Quang Trung,...",2,1745338166.547989
nacxiwnjzDM,Ugwvis1KjSfsto_Qdc54AaABAg,@HaiNguyen-yo9yy,"Thần chú mời QV: [Nam mô a di đà Phật, con lạy 9 phương trời 10 phương chư Phật, mời ngài quan vũ về đây. ]
Nếu có tâm chính trực làm thắp hương vái lạy  trước chính điện đền thở Quan Vũ sẽ đc nhập sát. 
Lơi ns của tôi là thật 
Nam mô a di đà Phật",2,1745338166.549321
nacxiwnjzDM,Ugw0h3VU1nq2oQfUDa54AaABAg,@quocanhho534,Nên thờ La Bút Thánh 🤣,3,1745338166.550594
nacxiwnjzDM,UgzSvSrzYc7t-Mz_MiF4AaABAg,@huypc6304,"Ko biết có bài viết nào về Hàn Tín, Nhạc Nghị, Quản Trọng. kiểu về những người nổi trội thời Xuân Thu với Hán Sở. Tam Quốc hay nói về những người đó nên cũng tò mò, nếu mà có bài viết thì hóng video.",3,1745338166.551811
nacxiwnjzDM,UgyxcCbgUDhhdZOuqLV4AaABAg,@HaiNguyen-yo9yy,Chắc mấy ông chưa thấy chứ  thấy tận mắt rồi nghe Quan vũ ( quan thánh) . Chuyện tâm linh có thiệt đó. Ai làm nghề mới biết,6,1745338166.553086
nacxiwnjzDM,UgxiEo3-y4rK9_m691t4AaABAg,@mandz3848,"Vậy mới thấy cách mà nước người ta truyền bá văn hoá, lịch sử tốt như nào: trong game, trên phim, trên sử, trên tiểu thuyết, kinh kịch,.... Giờ hỏi Quan Vũ là ai thì chắc ai cũng biết, còn hỏi Đức thánh Trần là ai thì chắc có đứa còn hỏi là thằng nào nữa :)))",15,1745338166.557024
nacxiwnjzDM,UgygHqoGiJ2AB7NjcJ14AaABAg,@DungMinh-xj8up,"Mọi sự việc ở đời,điều có cái lý của nó,đừng lấy lòng phàm,mà đo bậc thánh❤❤❤❤",5,1745338166.558364
nacxiwnjzDM,UgwQ6V8U2IXS_XSQHft4AaABAg,@khuongthinhpham2951,Xem từ 22:45 để đi tới nội dung chính của video,25,1745338166.55928
nacxiwnjzDM,Ugzu42fFY7BpUGckoQl4AaABAg,@Punkd-g6u,"Thanh Long Yểm Nguyệt Đao vs. Hãn Huyết Ma Đao (Định Hải Thần Châm: Cột Trụ Kình Thiên, hay hơn chứ)",0,1763827766.56183
nacxiwnjzDM,UgzeIKKRQDXU6oR7MVp4AaABAg,@tebl6493,Phế vl,0,1745338166.563396
nacxiwnjzDM,UgzJ_hpyIa9SNPNNOg14AaABAg,@teobugia2581,"Thờ Quan Vũ vì sự trung nghĩa : hàng Tào nhưng gói đồ trả lại đi theo Lưu , ko hàng Tôn chịu chet . Đó là tôn kính việc trung nghĩa",5,1745338166.56446
nacxiwnjzDM,UgzlBqm5nLw4IroZilR4AaABAg,@HaiNguyen-yo9yy,Ai biết  lịch sử 3 quốc  thời đó . Thì đúng 1 phần nhỏ . Thân phận thiệt ở tâm linh là bật Thần,0,1745338166.565435
nacxiwnjzDM,Ugyt7f91GFYZuTdrdYd4AaABAg,@manhtoan-h6u,một lý do nữa còn thiếu là La Quán Trung cùng quê với Quan Vũ,0,1763827766.568338
nacxiwnjzDM,Ugw-_yog6Tf6iTR3sc14AaABAg,@atpham9647,Nhà Thanh nó PR lên chứ sao!,1,1745338166.569676
nacxiwnjzDM,UgzJXc9nJmkndv3V3Tp4AaABAg,@BìnhThái-y6o,❤🎉 hãy làm video ba lần chống giặc Nguyên Mông,0,1745338166.570584
nacxiwnjzDM,UgyewY1mWUCFgRxYOv14AaABAg,@HuongThao-f9r,Thờ quán công là tấm lòng thành tạo nên sức mạnh và sự chân thành ❤❤,0,1745338166.571538
nacxiwnjzDM,Ugx21aLeZTqle-o7mtl4AaABAg,@anduonghoai9983,"Vậy Idol của Thiên Địa hội và Hội Tam Hoàng từ đây mà ra =)) . Lê Lai có nhiều điều chưa rỏ ràng nhé kênh, rãnh nghiên cứu tìm hiểu lại xem.",0,1745338166.572935
nacxiwnjzDM,UgzuMsUS2okUw5nkqj94AaABAg,@RTang001,"Các bác đâu biết đánh giỏi nhất là được tôn thờ đâu,tôn thờ quan vũ là lòng trung thành và Dũng  mãnh,nên dân thường kính trọng,nhưng quan vũ được  tôn thờ là do các triều đại Tống,Minh,Thanh các ông vua phong thần để dân học sự trung thành,không tham phú quí, không bỏ lời kết nghĩ,một lòng theo lưu bị ,nên được tôn thờ thôi.",12,1745338166.573882
nacxiwnjzDM,Ugy2XRUIVqeE6WlEwmJ4AaABAg,@hosonhanvat9684,"trong chính sử , lữ bố là chiến thần số 1 , mỗi cái tính cách hay phản nên bị nhiều người ghét . còn quan vũ thì không nổi tiếng đến thế",2,1745338169.062908
nacxiwnjzDM,UgybLLvPYkmbUrbgsDl4AaABAg,@vietsubgamesofficial,Kêu ngạo nhưng cũng là dũng tướng!,0,1753200569.064895
nacxiwnjzDM,Ugxj1eghkC3iq7loo4R4AaABAg,@samhai8088,"quan vũ, cú lừa thể kỷ, thất phu giữ thành nào là để mất thành đó",0,1774195769.066667
nacxiwnjzDM,UgxBGYgSfq0vtuUQsJt4AaABAg,@youdonthavetoknowsssh8154,"Quan Vũ dù có văn có võ nhưng cái gì cũng không tới đỉnh cao được. Nhưng nếu là người xưa nhìn vào tướng mạo và lòng trung thành của ông thì cũng đáng để ngưỡng mộ, chỉ là không đáng để được tôn làm Thánh.",0,1745338169.068085
nacxiwnjzDM,UgzbQdCATnN2qUJy4dx4AaABAg,@KhoaiTayKhoaiTa,Ai thờ thì thờ. Mình là người Việt. Nếu có thì cũng chỉ thờ Thánh Trần. Mắc chi đi thờ một tướng bên bển!,13,1745338169.069249
nacxiwnjzDM,Ugz-VdhN76SIaCNpcuV4AaABAg,@ucmanhvu4049,"đc tôn sùng nhờ ngoại tộc, ko bt quan vũ sẽ khóc hay cười đây",0,1745338169.070177
nacxiwnjzDM,Ugz1z0mMWE3P-Uh9Zgt4AaABAg,@HieuNguyen_1811,✌️,1,1745338169.071195
nacxiwnjzDM,Ugzj6dDUFbrlTAIvZwN4AaABAg,@mindydang9576,Bụt nhà không thiên. Không bằng cái móng trần hưng đạo,0,1745338169.072179
nacxiwnjzDM,UgyfOcARkQHreLh7ZUR4AaABAg,@nghiatran1758,"Người ta thờ Quan Vũ vì Vũ chết rồi vẫn ám chết Lã Mông, xưa người ta mê tín",1,1745338169.073635
nacxiwnjzDM,UgyJ5UkyPSU9wsDAZqx4AaABAg,@huuphatphan3229,"Trong các nhiệm vụ quan trọng, Gia Cát Lượng thường giao trọng trách cho Triệu Vân",7,1745338169.076894
nacxiwnjzDM,UgzcUGcqyvlEz0NVpDF4AaABAg,@haibeo2771,THẤT PHU MÀ NHIỀU NGƯỜI TÔN SÙNG,0,1755878969.07822
nacxiwnjzDM,UgyI285yRDpzm2zrrhd4AaABAg,@takaramaka1024,"Tiếc cho Nhạc Phi, vì ổng giỏi thật sự. Nhạc Phi mới xứng hơn Quan Vũ.",0,1766419769.08004
nacxiwnjzDM,UgzUI6BeI5veoPh3pON4AaABAg,@apheltran7637,"Quan Vũ được thờ vì lòng trung nghĩa và chữ tín. Trong tình thế bất lợi buộc phải nương tựa kẻ thù để bảo vệ hai chị dâu, sau khi có tin của Lưu Bị liền rời đi mặc dù Tào Tháo hết sức tìm cách mua chuộc còn nói về sức mạnh và tài cầm quân thì ông thua nhiều tướng lĩnh khác cùng thời...ai không biết thì thường nói ông được La Quán Trung "" tô vẽ"" nhưng thực tế sau khi mất thì ông vẫn được Tào Tháo kính trọng và xây mộ, ở bên Trung Quốc giờ ông vẫn có tới hai ngôi mộ được thờ cúng ( một nơi đặt thủ cấp, nơi kia là đặt phần còn lại). Cũng không nên đem ông ra so sánh với Hưng Đạo Vương Trần Quốc Tuấn, bởi vì mỗi người đều được kính trọng theo cách khác nhau. Hưng Đạo Vương Trần Quốc Tuấn là một trong số những vị tướng tài giỏi nhất lịch sử nhân loại được cả thế giới công nhận; là người đức độ vẹn toàn, khi tổ quốc lâm nguy thì ông đặt lợi ích quốc gia lên hàng đầu mà không cơ hội chớp thời cơ để báo thù riêng. 
Nói chung mỗi người đều có quan điểm và tín ngưỡng khác nhau cần được tôn trọng vì vậy tốt nhất đừng bình phẩm không hay về điều đó. 
Hãy nhớ!!! Dìm kẻ khác xuống cũng chẳng thể khiến bản thân trở thành người thanh cao ...",21,1745338169.081078
nacxiwnjzDM,UgwJ8XZLuAganHxqu6p4AaABAg,@Noname09097,QV made in china mà thờ với chả cúng mới lị ấy chứ,0,1745338169.082041
nacxiwnjzDM,Ugw_Y_RXSPwCOxiTQHd4AaABAg,@AnhNguyen-kw7fq,"Ngta thờ ông là thờ cái lòng trung, chứ ông thua Lữ Mông hẳn 1 cái đầu(cả nghĩa đen lẫn nghĩa bóng😂)",0,1745338169.083147
nacxiwnjzDM,Ugz39ohMoYZEpNOALmp4AaABAg,@softgreen8150,hàng tỷ người bị mấy thằng nhà văn nó lừu😂😂😂,0,1745338169.084948
nacxiwnjzDM,Ugzrn6-ujDadv7ATvyt4AaABAg,@studritaf207,2 nhóm Giang hồ chuẩn bị đi chém lộn đều cầu Quan Vũ. Cuối cùng Quan Vũ sẽ độ ai?,0,1745338169.086246
nacxiwnjzDM,Ugxrb7jy9WSFQmeVdy54AaABAg,@HaiNguyen-yo9yy,Về sau tôi tin thật ko còn nghi nghề…,0,1745338169.087238
nacxiwnjzDM,UgykYtVcrnMwVnv2UHd4AaABAg,@phongbui4132,"Dân VN chỉ nên thờ 2 vị :
1 : Đức Thánh Trần , vì nước quên thù nhà 
2 : Lê Thái Tổ , 10 năm nằm gai nếm mật",0,1745338169.088877
nacxiwnjzDM,Ugx7vFB1vUrw7hd9JW14AaABAg,@trongphuong15A,"Nếu so sánh Quan Vũ với Nhạc Phi thì Quan Vũ thua xa Nhạc Phi về văn lẫn võ hay chức vị. Nhưng sở dĩ Quan Vũ được nhân dân thờ cúng nhiều hơn là vì lòng trung nghĩa tuyệt đối, sự hiển linh huyền bí, biểu tượng tinh thần người dân.",0,1745338169.091065
nacxiwnjzDM,UgxwzY25PMFth9jbokV4AaABAg,@thainam9324,quan vũ xét trong trung quốc còn k có tuổi vs hàn tín và nhạc phi nữa là v mà nhiều đứa đi so với Trần Quốc Tuấn của mình.,0,1761149370.404067
nacxiwnjzDM,UgwzfngdEA-gjUV_51l4AaABAg,@NguyenHandsome,"Thế nào Quan Vũ sm thì buff lên top 2 server, sau mỗi Lữ Bố, trong khi nhìn đầu đến cuối truyện chẳng có trận nào phi thường",0,1763827770.405664
nacxiwnjzDM,UgwQw5BYvj7VvX2C6Th4AaABAg,@LâmNguyễn-v3u4k,"Quan Vũ chỉ đc cái là dũng mãnh và trung thành với Lưu Bị thôi, nếu để đc thờ và lưu truyền đến bây giờ thì mình vẫn thích và nghĩ rằng Triệu Vân sẽ xứng đáng hơn",0,1745338170.406951
nacxiwnjzDM,UgzisJZwgDxtIT4K1mp4AaABAg,@minhquangtran5468,"Cả 1 thời Tam Quốc, chỉ duy nhất Ngài là được phong Thánh👍",1,1745338170.408256
nacxiwnjzDM,UgyGmu6iKtiTCWqB9L54AaABAg,@trunghieuduong2091,Thờ là thờ cái thiên thu nghĩa khí của ông thôi,2,1745338170.409284
nacxiwnjzDM,UgxvwR_NBMA4GdrYi4d4AaABAg,@HaiNguyen-yo9yy,Chứ h ns với người phàm mắt Trần thì phí lời thiệt.,0,1745338170.410309
nacxiwnjzDM,Ugw45y22Yj-W4d8BMdt4AaABAg,@hoanghai9551,"trước thời Thanh thì dân TQ vốn thờ Nhạc Phi là chính chứ không phải Quan Vũ, nhưng Nhạc Phi là  chiến thần đánh Kim (tổ tiên người Mãn) nên nó... ""không ổn"" và được dân đổi sang Quan Vũ (trong sự khuyến khích và lăng xê của chính quyền). Nôm na thì cũng như câu chuyện tại sao người TQ sau này xưng là dân Hán chứ không phải dân Tống (hay Minh như vẫn xưng trước đây) vậy",1,1750608570.412059
nacxiwnjzDM,UgylhpLgSD4qyDGbeq54AaABAg,@ThiênsangPham-f4q,Từ 7 phụ trở thành thánh theo ngòi bút văn nhân 😂😂😂,0,1771776570.413763
nacxiwnjzDM,Ugwdn4jd0FUSONkv0oB4AaABAg,@tuananhtranhuu,Quan Vũ chỉ giỏi nhất trong số những thằng kiêu ngạo thôi. Tướng giỏi không nhất thiết phải biết điều nhưng những thằng biết mình biết ta thì mới thành công được lâu dài,2,1745338170.415065
nacxiwnjzDM,UgyvFMAImNDWX9M2O014AaABAg,@huudung246,Quan vũ tuổi tôm so với trần hưng đạo. Tất cả tại la quán trung nên người đời sau có cái nhìn quá phóng đại về quan vũ😊,0,1753200570.416659
nacxiwnjzDM,UgzEjuqh9KOa6m2swFN4AaABAg,@thanhhoangcao9805,"Muốn biết Quan Vũ có thực tài hay được tô vẽ thì hãy xem cách mà Tào Tháo đối xử với ông ta, Tào Tháo là kẻ gian hùng thời loạn và rất tàn bạo, đã phụ rất rất nhiều người như chưa từng phụ mà trái lại còn rất nể trọng Quan Vũ.",0,1763827770.418186
nacxiwnjzDM,Ugxq94SwUDPwOAhf7DV4AaABAg,@cncartvn,Lỗi tại mấy thằng bán đồ gỗ 😂,0,1755878970.419652
nacxiwnjzDM,UgwwZqBlOavy0NAx9l14AaABAg,@PVH17524,Vì Quan Vũ hay được thờ ở các Cửa hàng ở Việt Nam,4,1745338170.420678
nacxiwnjzDM,UgwocsezywWVX_FyeMR4AaABAg,@tintrung468,"Mình thì k quan tâm thờ hay không mình thích nghệ nhân gốm họ tạc tượng Quan Công đẹp nên để ngắm, đơn giản",1,1745338170.421599
nacxiwnjzDM,UgwI-SnuxFgtM3aIyx14AaABAg,@duylai911,"Mình thà thờ vị 
Phật hoàng Trần Nhân Tông
Đức Thánh Trần - Hưng Đạo Đại Vương Trần Quốc Tuấn
Người Việt nên tôn kính các vị có công với nước mình 
😊🙏🙏🙏",60,1745338170.423268
nacxiwnjzDM,UgzdEmY7PXtDrXOBieh4AaABAg,@duonghuynh6602,"Mượn hình ảnh, để người đời noi theo",0,1745338170.425115
nacxiwnjzDM,Ugw8wbdLiYvN96StFfB4AaABAg,@manhn1,"Hài nhất là nhiều người, có cả trí thức, quan chức lại bị ""đồng hóa"" về văn hóa thờ cúng của Trung quốc, suy tôn, thờ cúng ""Thần, Tướng"" của Tầu như : Quan Công; Thần Tài........rồi tuyên truyền mê tín là mấy vị đó hiển linh. 
Nói về mặt tín ngưỡng thì các vị thần thánh ở ""phương"" nào sẽ ""hiển linh"" với bách tính thờ phụng họ ở phương đó. Quan công có thể hiển linh đối với dân Tầu CHỈ KHI trên đất của Tầu. Bởi vì nguyên tắc bất thành văn là ""Đất có Thổ công - Sông có Hà Bá"", đất nước nào có những vị Tôn Thần riêng để chăm sóc, bảo vệ đất nước đó; Mỗi vùng miền trên đất nước đó cũng có những vị tôn thần khác như Thành Hoàng, Thánh nhân......có công xây dựng, phát triển, bảo vệ, chăm lo cho vùng đất đó; Những vị Tôn thần ở phương khác KHÔNG THỂ tự do đi đến trên lãnh thổ quốc gia khác. Nếu Thần thánh 1 phương lại tùy tiện đi qua lại những phương khác, chẳng khác gì họ Thần thông, quyền lực hơn tôn thần bản địa, thích Xâm phạm, Xâm lược lúc nào thì được lúc đó. 
Cho nên về văn hóa tín ngưỡng cũng có những quy luật chặt chẽ riêng, Thần thánh phương khác khi muốn ""Đi qua"" (chứ không thể ở lại) lãnh thổ, vùng trời Việt Nam thì họ phải Thông báo và Được sự đồng ý của Thần thánh bảo hộ của Việt Nam. Nếu không thì họ cũng không thể đi qua được mà phải chọn con đường khác. Cứ xem Tây du ký hay những bộ truyện thần thánh của Trung quốc cho đến Thần thoại Hy lạp, Thái Lan rất rõ điều này. 
Cá nhân tôi cho rằng Việt Nam có tín ngưỡng thờ Mẫu ngàn đời rất phong phú và linh thiêng. Trong đó phổ biến là Tam tòa thánh mẫu gồm : Mẫu Thượng thiên quản về mây mưa sấm chớp trên cõi trời; Mẫu thượng ngàn quản về núi non, đất đai; Mẫu thoải cai quản sông nước; Theo dòng Lịch sử thì văn hóa tín ngưỡng Việt và tôn thờ những vị Mẫu, Thánh khác theo đặc thù vùng miền, có không ít những vị được suy tôn ""hiển thánh"" là NGƯỜI THẬT, họ là những danh nhân, anh hùng dân tộc, có công với đất nước, với quê hương, với ""con dân Việt"" như Mẫu Liễu Hạnh; Đức Thánh Trần; Bà chúa kho Lý Thị Châu thời Trần thờ ở Giảng Võ (quản lý lương và ngân khố) và Bà chúa kho lương (lương thực) ở Bắc Ninh.....hay như Mẫu địa thờ ở đình Ứng Thiên (hay còn gọi là Mẫu địa) ở Láng Hạ, người đã có công hiển linh giúp vua Lý Thánh Tông đánh bại quân Chiêm thành...v.v....
Vì vậy khi đến Quốc gia khác, gặp tín ngưỡng dân tộc khác, dù có thể không hiểu về nguồn gốc những Tôn thần của họ, tôi cũng sẽ thành kính với tín ngưỡng của họ. 
Nhưng để thờ phụng thì tôi sẽ thờ các vị ""Thần Thiêng Sông Núi Việt Nam"" như : Mẫu Liễu Hạnh; Đức thánh Trần; Mãu Nguyên phi Ỷ Lan...họ chính là những người chăm lo, bảo vệ cho người Việt Nam; giúp dân Việt Nam bảo vệ non sông, đất nước....gần hơn là Bác Hồ, đại Tướng Võ Nguyên Giáp cùng các anh hùng, Liệt sĩ ở khắp mọi miền đất nước, họ đã hy sinh xương máu để bảo vệ hình hài Tổ quốc, giữ gìn đất mẹ Việt Nam. Ở nhà thì Thờ phụng Ông bà tiên tổ, cha mẹ........những người sẽ luôn chăm lo, bảo vệ gia tộc, con cháu.",0,1745338170.42677
nacxiwnjzDM,UgwOfM3Aij24lwBUeU14AaABAg,@vantranuc3458,Tóm lại là đc Marketing,1,1745338170.428098
nacxiwnjzDM,UgzxOXu9j8i9QTHgCul4AaABAg,@ngocsinguyen,Coi 9 sử tam quốc ở đâu bạn,0,1745338170.429426
nacxiwnjzDM,UgxPsHnNtFkUH70kiUd4AaABAg,@quangngongoc4296,Quan Vũ thuộc Thục Hán có tính chính danh mà Vua các triều đại phong kiến rất cần để dẫn dắt người dân. Trước khi có 3QDN ông đã được các đời vua TQ đưa vào miếu thờ ban hiệu..3QDN chỉ như dệt hoa trên gấm làm nó đẹp hơn,0,1758557370.430933
nacxiwnjzDM,Ugwl1zbWcGszA-O_bwF4AaABAg,@AndrewzZ184,Quan vũ dc gán nhiều hình tượng tâm linh nên dc thờ nhiều chỉ nhìn vào hình tượng ông thôi đã thấy hình ảnh của Thanh Long một trong tứ tượng đại diện cho phương Đông rồi ( nói thêm là mỗi người có một quyền tự do tín ngưỡng và xăm hình cũng chỉ là nghệ thuật pháp luật ko bắt buộc người việt phải thờ người việt nên có ai thích sân si thì bỏ đi nhé vì bn ko phải bố ngta ),1,1745338172.448296
nacxiwnjzDM,Ugy8PjSbO6ahVz2Q8rF4AaABAg,@tinhla2776,Cụ La tô hồng phe Lưu Bị bên yếu nhất trong tam quốc,0,1771776572.449815
nacxiwnjzDM,UgzZBeRvS2O5faV-EcF4AaABAg,@windstruch,Giờ thế hệ trẻ đi đâu cũng bô bô cái miệng thờ này thờ nọ :D kiểu thấy phong trào nói cho sướng miệng trong khi chả thờ cái mẹ gì =]],0,1745338172.450933
nacxiwnjzDM,UgykMY6EV_76xrfhl894AaABAg,@duchoang3942,Người mà người VN nên tôn thờ là Đức🎉 Trần Hưng Đạo,55,1745338172.451974
nacxiwnjzDM,UgymztT4neDwSkXLETl4AaABAg,@tuanthai645,Sao không làm những vị tướng Việt Nam nhỉ? Hay đang làm đề PR games Nhỉ,0,1766419772.454158
nacxiwnjzDM,UgyOdLc8F7TavICshpd4AaABAg,@nguyen-cong-thanh,Ở Việt Nam thì mình thờ Đức Thánh Hưng Đạo Vương,0,1747930172.455615
nacxiwnjzDM,UgyPIHmb0BCI0pq-Rrl4AaABAg,@TuoiNguyen-c3q,Cug  la ng pham cha me thi ko di th0,0,1745338172.457128
nacxiwnjzDM,UgxcehUJpscxgwFXFiN4AaABAg,@tompham7375,Mã ông mo cha không khóc lại đi đống mối,0,1745338172.458156
nacxiwnjzDM,UgwYWKuI9dl0bPjZTtF4AaABAg,@nguyenanhthong4307,"Tại Quan Vũ sinh nhầm thời, nhầm nơi thôi, chứ sinh ở thời Trần ở Đại Việt xem, khác gì con NPC, chỉ là thằng lính không hơn không kém :)))",0,1745338172.459171
nacxiwnjzDM,Ugyb904U80XRPWfVHRZ4AaABAg,@thamcao5878,"Thấy người Hoa họ thờ rồi bắt chước thờ theo thôi, chứ có biết tường tận gì về vị tướng Quan Vân Trường",1,1745338172.460154
nacxiwnjzDM,UgxZjdDc7e6_b0xSq_h4AaABAg,@darkgrip90,Triệu Vân đáng thờ hơn Quan Vũ nhiều,4,1745338172.461213
nacxiwnjzDM,Ugw4gCCL0-ttHQAz4VF4AaABAg,@vutan9372,Luyên thuyên,0,1761149372.462539
nacxiwnjzDM,Ugx5mSRUyatMffgO36V4AaABAg,@manhtuongla9971,"Tôi không quan tâm về quan điểm của người thời nay về người xưa bởi quan điểm cũng như nhân sinh quan rất khác nhau. Quý vị chê bai cố nhân nhưng tôi thông báo trước là mỗi lần quý vị vào đền Ngọc Sơn thắp hương khấn bái là đang khấn cả Quan Vân Trường đấy nhé 😅 Họ được người đời thờ phụng, tiếng thơm để lại muôn đời. Nhìn vào cái hay của người ta mà học hỏi, ngồi một chỗ chê bai, nghĩ vậy là hay thì chả bao giờ tiến bộ được đâu.",0,1755878972.464142
nacxiwnjzDM,Ugz_ErdK9JZtww9-KSZ4AaABAg,@KhanhLam-ge8ce,mỗi người đều có một đức tin tất cả đều do dư luận xã hội tạo ra..ví dụ như ở Ấn độ người ta thờ cúng cả con bò thì sao ? vì vậy thờ Quan Vũ cũng là chuyện tốt..,0,1745338172.465311
nacxiwnjzDM,Ugy7UDd03H2cZnVNejZ4AaABAg,@Linhpham-c5i6k,Tôi chỉ biết Quang trung.trần Hưng đạo.lê lợi.võ nguyên giáp……chẳng biết thằng quan vũ là ai nhỉ,0,1747930172.466766
